gene_ID,control_12,control_26,control_11,control_14,control_6,GBM_27,GBM_29,GBM_3,GBM_8,GBM_9,metastasis_21,metastasis_22,metastasis_23,metastasis_28,metastasis_30,control_15,metastasis_16
ENSG00000186092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187634,4,2,49,19,2,6,0,13,2,18,0,0,0,4,26,189,0
ENSG00000188976,584,396,829,1089,610,730,128,1315,1178,1150,2,66,47,450,507,1243,1037
ENSG00000187961,35,12,35,49,10,94,8,122,48,40,0,26,3,80,84,87,25
ENSG00000187583,1,0,0,2,0,1,3,1,6,1,1,9,27,22,26,18,9
ENSG00000187642,0,0,0,1,4,12,1,2,4,0,2,0,2,7,10,0,1
ENSG00000188290,128,495,772,273,416,864,145,1011,211,448,11,123,112,532,632,320,791
ENSG00000187608,153,1971,717,390,1143,165,131,1217,1067,1069,29,24,152,92,171,1799,888
ENSG00000188157,879,2775,8182,2012,9881,12762,1921,32913,2693,10309,32,303,690,3732,5818,5412,1725
ENSG00000237330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12
ENSG00000131591,38,37,60,116,94,107,24,173,76,45,0,13,13,78,72,52,36
ENSG00000162571,2,10,22,0,6,4,1,3,0,0,1,0,0,8,1,0,0
ENSG00000186891,3,0,1,5,0,19,3,7,1,11,0,0,6,40,16,0,17
ENSG00000186827,11,36,49,26,54,251,42,324,43,113,1,20,11,81,127,52,32
ENSG00000078808,877,1095,1962,1934,2323,1746,297,3977,2841,3739,5,125,166,1050,1234,1911,4406
ENSG00000176022,154,124,269,408,226,249,69,451,355,291,0,4,8,107,151,240,202
ENSG00000184163,2,0,5,2,0,21,1,26,0,3,0,2,2,19,8,10,0
ENSG00000160087,255,357,539,625,583,511,74,852,366,453,0,43,29,250,293,503,776
ENSG00000162572,2,15,21,43,2,113,51,161,16,20,0,0,5,17,28,141,13
ENSG00000131584,233,319,380,512,364,1400,858,4309,686,316,2,155,91,721,808,931,455
ENSG00000169972,67,54,98,131,66,128,27,152,133,146,0,3,10,62,57,244,116
ENSG00000127054,475,473,792,959,814,1023,181,1415,914,940,0,90,66,673,728,1368,930
ENSG00000224051,108,207,484,246,413,291,60,300,207,165,0,40,8,125,142,682,165
ENSG00000169962,0,5,3,11,13,9,2,3,0,3,0,0,0,4,7,0,29
ENSG00000107404,325,296,686,552,553,849,199,748,457,467,21,59,91,410,498,1079,315
ENSG00000162576,49,88,318,37,259,217,59,483,127,333,0,0,11,198,135,0,61
ENSG00000175756,361,405,747,672,720,382,48,1006,980,1014,9,22,36,163,285,562,1530
ENSG00000221978,681,604,1136,1405,938,5167,527,3186,756,474,1,679,329,2848,3358,2856,638
ENSG00000242485,368,371,586,620,736,289,43,858,689,806,3,56,20,175,259,711,735
ENSG00000235098,30,37,64,33,45,69,12,59,36,69,0,20,2,28,63,139,5
ENSG00000205116,0,2,0,2,0,7,0,2,3,0,0,0,0,7,7,0,0
ENSG00000179403,715,791,2148,996,1510,7933,222,10438,1228,3562,3,528,520,1357,4449,3927,1641
ENSG00000215915,5,43,14,30,22,1073,31,141,29,23,0,79,104,176,212,0,79
ENSG00000160072,169,116,223,325,111,567,146,629,269,133,1,90,51,317,395,811,225
ENSG00000197785,195,171,264,425,236,374,53,595,367,472,1,37,34,226,192,347,369
ENSG00000205090,19,16,38,11,33,49,4,37,7,29,0,0,0,2,7,38,1
ENSG00000160075,842,1037,1749,1735,1947,897,116,2234,2091,1850,11,102,102,424,671,2609,3385
ENSG00000228594,11,7,28,79,37,23,0,82,79,98,0,5,0,24,10,53,123
ENSG00000197530,93,247,503,452,474,1000,367,927,387,369,9,78,87,586,500,441,347
ENSG00000189409,0,1,0,4,7,13,0,40,0,0,0,0,0,1,12,0,4
ENSG00000248333,576,614,758,1098,822,1434,167,1190,940,1040,1,203,99,753,790,1095,2164
ENSG00000189339,104,288,638,528,672,750,59,1039,421,444,2,44,45,376,409,934,366
ENSG00000008128,250,435,463,840,481,1770,203,996,544,578,3,315,159,901,1007,1002,864
ENSG00000215790,3,61,139,76,66,120,7,199,62,87,1,16,10,85,91,103,37
ENSG00000008130,567,491,991,1298,705,550,128,1222,1357,1169,0,20,62,401,478,2546,3860
ENSG00000078369,3994,8451,11695,10114,13550,3590,443,12459,14109,16299,72,309,419,1561,3146,12300,27396
ENSG00000169885,3,0,0,0,0,14,2,11,0,0,35,1,0,0,1,0,1
ENSG00000178821,1,0,10,6,0,2,0,0,6,0,0,1,0,4,9,0,1
ENSG00000142609,39,207,68,301,50,290,28,148,55,94,0,14,10,98,195,261,10
ENSG00000187730,5,18,3,7,8,80,13,197,6,80,11,10,12,46,166,2,29
ENSG00000067606,41,69,72,111,76,91,8,93,55,37,0,23,0,54,106,99,125
ENSG00000162585,115,154,307,417,401,304,110,567,385,514,0,19,47,134,188,972,686
ENSG00000157933,3191,3922,6198,5984,7032,4389,1010,6012,8435,7615,32,268,322,1773,3038,8018,9470
ENSG00000116151,53,87,102,149,193,158,51,227,103,101,0,1,2,106,72,131,147
ENSG00000157916,454,636,985,1082,1003,713,68,1737,1400,1604,0,56,53,378,601,1615,1647
ENSG00000157911,151,181,363,284,443,260,83,319,449,437,0,30,20,147,129,532,321
ENSG00000149527,32,25,13,38,49,30,29,11,33,0,0,0,6,119,20,121,3
ENSG00000157881,105,161,439,561,493,473,63,715,309,280,0,39,23,231,287,699,511
ENSG00000197921,1,20,33,104,12,32,4,11,55,7,0,0,0,1,21,0,0
ENSG00000157873,297,485,853,940,585,1073,174,571,723,733,0,172,109,1031,884,2029,1640
ENSG00000225931,0,0,6,2,1,14,10,3,0,3,5,0,0,1,2,10,0
ENSG00000157870,107,190,419,186,288,355,47,542,299,236,0,18,15,121,257,311,121
ENSG00000142606,3,6,7,7,0,25,26,5,37,36,0,0,0,7,2,0,21
ENSG00000215912,10,20,41,38,33,48,106,22,31,6,0,0,8,21,28,72,25
ENSG00000169717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142611,97,67,188,107,41,204,189,4,94,4,31,56,7,244,178,150,1
ENSG00000279839,1,4,0,3,0,6,1,0,0,0,39,7,0,5,12,0,0
ENSG00000130762,29,56,155,35,127,23,4,29,10,17,0,0,1,65,35,62,97
ENSG00000162591,82,417,884,153,977,573,102,129,85,85,2,14,30,214,382,370,367
ENSG00000158109,175,287,617,606,781,185,34,457,450,476,0,37,19,121,198,1149,669
ENSG00000116213,45,91,264,310,170,218,24,364,267,209,0,26,11,149,199,202,182
ENSG00000078900,5,1,5,2,0,34,11,104,13,20,0,1,1,25,20,0,17
ENSG00000162592,0,0,2,7,3,0,0,0,0,0,0,1,0,0,11,0,2
ENSG00000235169,7,23,23,64,24,2,1,2,26,45,0,0,0,6,15,53,16
ENSG00000130764,209,349,697,576,623,433,129,749,770,652,3,47,36,291,328,1071,283
ENSG00000116198,387,755,1193,939,1096,962,131,1359,1044,747,3,96,54,534,735,2756,543
ENSG00000169598,34,67,72,146,106,109,22,184,78,99,0,29,1,68,129,25,6
ENSG00000198912,84,217,280,282,346,200,25,311,290,225,0,18,26,139,173,204,116
ENSG00000196581,18,59,117,16,86,234,35,408,46,156,8,8,5,11,184,22,10
ENSG00000131697,136,191,236,326,189,423,70,537,196,142,0,40,51,211,249,634,234
ENSG00000069424,250,150,366,509,366,211,51,659,1085,1499,3,33,25,212,136,926,4268
ENSG00000116254,265,223,167,59,292,164,231,50,27,14,0,5,10,19,34,63,0
ENSG00000116251,598,1108,2340,2187,2386,266,49,1897,2838,3431,0,49,48,268,367,1507,2717
ENSG00000158286,45,27,83,108,25,72,8,17,20,8,0,43,22,99,146,293,41
ENSG00000116237,175,296,765,703,858,317,36,1631,1155,1232,0,31,14,115,279,818,601
ENSG00000173673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158292,4,30,47,28,154,149,6,194,51,114,2,8,6,45,28,90,63
ENSG00000097021,55,56,159,142,86,244,39,1099,163,440,0,51,40,194,119,199,240
ENSG00000069812,2,0,0,1,0,6,0,38,0,10,0,0,5,17,14,0,0
ENSG00000187017,1,2,1,2,0,6,21,13,0,0,4,1,10,650,28,5,2
ENSG00000215788,84,125,133,345,92,791,144,220,61,57,3,200,83,420,676,272,64
ENSG00000171680,819,801,1250,3237,976,2838,388,1895,1206,1004,11,614,395,1474,2404,2028,655
ENSG00000162408,245,485,906,686,855,430,43,1181,664,721,0,54,36,200,500,568,393
ENSG00000173662,1,9,0,3,5,4,0,4,3,16,0,0,0,0,0,0,5
ENSG00000204859,116,120,202,324,275,330,53,418,284,406,1,24,8,118,184,448,506
ENSG00000162413,149,226,529,658,361,339,85,463,335,332,1,11,13,147,183,578,3578
ENSG00000116273,83,134,400,281,323,167,15,275,109,161,0,6,14,62,106,324,938
ENSG00000041988,77,126,157,131,222,136,25,190,55,106,0,8,5,71,82,493,126
ENSG00000007923,557,665,840,1041,1197,753,141,1389,1167,971,37,85,82,443,666,1127,464
ENSG00000171735,181,434,1115,441,1082,622,99,1562,414,455,10,17,58,109,424,390,362
ENSG00000049245,521,1431,2508,2155,2893,475,52,2117,3160,3694,0,25,59,191,523,2298,3620
ENSG00000049246,201,3319,4871,1753,4816,614,339,866,1907,756,0,209,49,461,851,1211,664
ENSG00000049247,0,0,0,0,0,0,1,0,0,15,0,0,0,2,4,0,131
ENSG00000049249,4,1,15,14,4,22,0,8,20,90,0,0,3,86,4,207,254
ENSG00000116288,728,734,1247,1655,1394,463,51,1943,2156,3064,0,48,55,239,331,1599,2485
ENSG00000116285,86,165,643,215,193,177,25,445,689,1728,0,32,62,365,476,148,3180
ENSG00000162426,9,35,39,28,85,37,22,94,20,94,0,0,2,12,35,131,5
ENSG00000142599,1973,4222,6242,4219,6049,5634,679,5188,3224,2946,23,479,410,2499,3286,6572,3082
ENSG00000074800,4322,2625,4416,8631,4917,2057,240,13032,13881,16457,14,291,342,2626,1577,8563,28623
ENSG00000131686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000197241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
ENSG00000142583,2865,3872,2773,5816,3431,107,28,2817,14795,13351,3,0,7,187,27,3684,7038
ENSG00000180758,9,20,35,49,139,41,18,101,58,46,1,12,4,30,46,168,328
ENSG00000049239,840,1659,2202,2454,3302,1003,203,2096,3674,4266,9,55,57,986,852,2431,2825
ENSG00000171621,37,83,147,97,120,409,40,601,288,526,1,19,12,340,199,276,1829
ENSG00000252956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000171612,39,95,189,121,109,67,18,174,152,129,0,0,2,20,51,1,193
ENSG00000188807,89,107,345,225,262,375,50,507,285,195,0,8,35,105,200,248,114
ENSG00000171608,894,1132,1257,2615,2312,366,92,1302,3133,1996,2,0,25,211,246,4180,3208
ENSG00000171603,964,4259,5633,3703,7589,4329,586,9870,7257,7929,38,148,197,1346,2384,6930,5042
ENSG00000280113,2,0,0,1,0,4,0,5,1,2,0,0,0,3,0,0,0
ENSG00000178585,171,443,560,287,714,291,54,582,289,398,0,30,24,87,215,366,557
ENSG00000162441,265,732,776,1066,1015,211,8,873,994,1028,0,0,18,46,238,969,856
ENSG00000173614,140,173,219,330,242,180,8,391,280,211,0,20,10,38,142,526,190
ENSG00000162444,6,21,145,163,41,7,4,42,102,77,0,9,17,15,19,220,1079
ENSG00000130939,353,530,1238,983,1108,1134,105,1853,1110,1041,0,131,94,592,751,1315,1141
ENSG00000054523,1316,1917,3957,2075,4805,3985,558,8186,3060,2404,39,255,199,1332,2019,3795,9429
ENSG00000142657,703,492,832,2669,1180,557,49,3483,3072,2917,3,19,67,128,386,3251,11212
ENSG00000251503,15,27,40,34,85,65,5,157,48,105,1,6,6,34,63,87,53
ENSG00000175279,15,29,38,34,85,63,5,149,48,105,1,6,3,30,56,87,42
ENSG00000241563,0,1,2,1,1,14,1,23,0,4,0,1,3,5,9,0,14
ENSG00000160049,362,586,971,834,1036,593,53,1673,1130,1188,2,27,31,185,500,1348,655
ENSG00000142655,146,259,285,232,248,258,30,354,285,244,0,33,41,182,127,385,288
ENSG00000130940,98,57,185,147,110,131,110,132,174,143,40,18,16,218,203,461,287
ENSG00000175262,1,4,12,14,0,2,0,11,21,4,0,0,0,0,0,0,0
ENSG00000120948,693,1193,2139,2107,2264,937,80,2389,1498,1400,2,125,91,562,998,1811,1751
ENSG00000277726,452,683,1232,1273,1338,502,39,1466,874,796,1,64,45,260,529,1105,1037
ENSG00000009724,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
ENSG00000116649,537,287,506,630,394,430,70,869,787,846,1,63,76,242,322,629,636
ENSG00000171824,618,829,1358,1509,1652,1348,88,2256,1337,1489,0,175,125,565,1007,1587,1014
ENSG00000198793,620,1038,2107,1983,2368,2402,209,3261,1976,1916,0,218,184,1004,1523,2509,1465
ENSG00000171819,1,1,0,14,0,0,0,2,9,26,0,0,0,1,1,0,0
ENSG00000120942,116,175,253,327,387,102,17,327,341,263,0,7,6,68,134,440,49
ENSG00000204624,4,15,30,6,13,90,32,145,48,10,8,6,5,0,27,2,2
ENSG00000116661,87,49,45,68,131,110,33,4,46,11,0,0,3,22,36,192,0
ENSG00000132879,106,129,182,233,70,206,79,149,112,118,6,19,26,134,139,424,43
ENSG00000116663,63,39,149,115,77,23,4,37,100,84,0,3,2,20,42,266,188
ENSG00000116670,218,269,297,576,354,206,47,525,417,587,0,4,8,60,120,949,742
ENSG00000162490,9,3,9,44,0,243,12,351,62,20,0,3,0,3,16,0,9
ENSG00000177674,86,56,219,374,245,109,39,185,243,354,0,27,18,33,92,819,1272
ENSG00000215910,4,22,48,27,40,11,0,3,3,3,0,3,0,4,9,0,23
ENSG00000177000,487,779,1842,1601,1458,783,171,1046,1296,976,32,80,44,480,757,2053,1263
ENSG00000011021,247,392,684,800,570,578,136,655,454,347,12,61,51,325,354,635,188
ENSG00000175206,1,0,2,2,2,8,0,7,8,0,0,0,0,0,5,44,17
ENSG00000120937,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ENSG00000116685,163,401,761,814,932,408,79,1175,1507,1257,22,26,22,212,274,612,1457
ENSG00000083444,400,988,1687,1240,2813,1999,75,7789,2598,5164,2,181,93,602,1280,1497,2591
ENSG00000116688,943,1171,2146,2076,2525,893,152,2576,3344,2700,1,108,100,383,666,1604,3873
ENSG00000116691,121,91,200,409,147,213,107,242,227,223,2,15,11,58,90,303,272
ENSG00000120949,32,18,38,109,32,6,3,7,45,112,0,0,3,7,16,266,198
ENSG00000028137,2185,1953,3702,8358,3496,855,52,2619,6460,10251,1,67,67,575,899,8305,61263
ENSG00000048707,1857,1806,4639,4971,4917,3633,261,5040,3581,2811,19,456,303,1804,2790,7295,3507
ENSG00000162496,419,1189,1564,1382,1840,642,60,1483,4024,3805,2,59,50,433,756,1681,2569
ENSG00000204518,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ENSG00000188984,1,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,1
ENSG00000157330,6,0,0,4,0,22,12,0,17,0,17,7,0,1,4,10,3
ENSG00000116726,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,16
ENSG00000116721,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,4
ENSG00000239810,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179172,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
ENSG00000120952,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ENSG00000243073,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6
ENSG00000187545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204510,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000232423,0,0,0,0,0,0,0,0,1,0,7,12,2,0,0,0,0
ENSG00000274764,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
ENSG00000277058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275774,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0
ENSG00000280267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204505,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
ENSG00000279169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279804,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
ENSG00000270601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000204501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000204481,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
ENSG00000204480,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000204479,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,3
ENSG00000204478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162494,0,10,21,2,15,0,0,10,0,2,0,0,0,0,3,0,0
ENSG00000162493,223,284,505,1009,548,180,71,1851,3974,2515,0,4,3,25,25,1057,1271
ENSG00000222952,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,13
ENSG00000116731,880,1644,2310,1936,2549,1512,98,2188,1583,1376,8,369,82,598,1211,2078,2899
ENSG00000189337,98,105,223,157,422,485,190,246,155,73,41,38,21,460,214,187,261
ENSG00000171729,187,338,325,444,659,248,50,657,823,778,1,5,12,89,108,616,937
ENSG00000142621,104,128,37,229,189,341,108,148,327,223,20,5,14,113,57,204,282
ENSG00000142634,3690,2530,1942,7254,3120,1019,208,3480,7071,7351,2,162,201,725,848,8569,37630
ENSG00000162438,8,3,2,2,0,13,4,3,0,0,9,0,3,2,3,0,11
ENSG00000142615,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
ENSG00000215704,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000132906,48,108,155,204,174,159,38,327,215,344,0,0,8,69,81,140,1122
ENSG00000116138,249,472,789,683,1101,374,29,1009,667,545,8,36,38,222,347,717,480
ENSG00000116771,40,89,44,103,88,3,0,88,228,175,3,0,0,30,2,89,106
ENSG00000197312,697,868,1438,1612,1565,1064,91,2474,1658,1335,17,191,84,556,841,1503,1254
ENSG00000215695,194,219,354,442,421,278,5,730,427,289,2,57,26,148,223,304,319
ENSG00000116786,1007,1096,1814,1889,1912,1981,430,2561,2668,2696,8,120,162,960,1112,2546,3713
ENSG00000162461,8,11,10,6,16,69,5,32,10,5,0,0,3,44,26,0,29
ENSG00000162460,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
ENSG00000162458,322,94,364,216,32,324,28,615,127,236,0,54,78,601,412,440,133
ENSG00000233954,18,18,39,83,24,31,5,124,104,98,0,7,3,13,26,24,156
ENSG00000065526,3523,5992,9481,7934,7761,6252,440,8624,5845,4379,40,477,416,2079,3984,12366,6385
ENSG00000116809,318,234,690,559,440,838,137,780,359,490,0,108,76,467,466,935,855
ENSG00000183888,187,478,1951,290,805,584,20,754,90,177,0,7,30,82,475,377,107
ENSG00000173641,19,60,78,21,55,36,6,27,15,10,34,0,3,1,27,0,3
ENSG00000186510,3,0,11,9,2,27,0,2,7,0,3,0,1,2,11,3,2
ENSG00000184908,0,0,1,1,0,4,1,0,0,0,0,0,0,5,0,0,5
ENSG00000185519,1,0,1,0,8,12,0,0,0,0,0,0,0,12,6,0,0
ENSG00000142627,302,217,583,308,933,1439,100,2197,456,688,6,92,39,219,593,567,706
ENSG00000142632,35,33,109,71,93,85,13,32,55,98,0,4,6,44,68,45,39
ENSG00000132881,6,13,36,25,52,16,4,57,22,16,0,0,6,23,13,77,0
ENSG00000037637,208,197,612,552,629,350,37,946,588,617,0,12,30,129,376,477,502
ENSG00000055070,1015,1111,2118,1763,2340,1006,95,2535,2428,2294,0,36,96,485,617,2252,3336
ENSG00000187144,8,1,6,7,4,3,0,0,8,6,0,0,4,1,5,0,1
ENSG00000157191,480,926,1636,1677,1583,681,63,2261,2521,2852,0,85,94,311,665,2723,3186
ENSG00000268991,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
ENSG00000219481,131,543,753,1099,815,523,142,1171,248,207,21,27,32,165,328,773,123
ENSG00000237847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000058453,1047,1226,1141,1781,824,3871,1087,1761,794,664,40,410,182,1585,2309,2303,403
ENSG00000117122,53,53,135,11,104,230,11,1702,46,536,0,14,19,28,113,43,36
ENSG00000159363,419,331,820,615,599,1573,124,1925,505,611,42,83,60,384,799,872,749
ENSG00000117118,252,484,748,1035,899,164,10,1155,1521,1659,13,40,44,112,114,831,2371
ENSG00000117115,1396,816,2791,7014,2699,471,71,12490,37112,20506,0,0,6,44,86,9027,10265
ENSG00000142623,6,0,1,16,0,2,2,6,22,15,0,0,3,8,5,35,0
ENSG00000142619,0,0,0,0,0,1,0,0,1,0,0,1,0,9,0,0,0
ENSG00000159339,17,0,16,359,94,3,1,1,15,33,0,0,0,0,0,943,5312
ENSG00000276747,0,0,0,2,0,0,1,0,0,0,0,0,1,0,9,0,0
ENSG00000179051,853,1631,2235,2893,2395,1217,222,4149,5599,4921,1,70,132,525,816,2767,5241
ENSG00000074964,543,362,566,1561,519,695,524,929,1042,710,0,13,27,343,200,915,596
ENSG00000117148,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000117154,798,1112,430,1841,1028,94,23,661,2803,2989,0,0,5,11,19,1164,814
ENSG00000280222,109,87,508,620,90,21,11,121,106,95,0,11,3,24,15,218,44
ENSG00000179023,9,0,2,2,15,6,4,1,10,1,0,0,1,198,12,47,0
ENSG00000009709,4,0,0,1,0,3,0,0,0,0,0,0,1,2,3,14,0
ENSG00000179002,0,0,0,0,0,5,0,0,0,5,3,0,0,1,0,46,18
ENSG00000255275,117,102,242,200,234,505,66,632,187,509,0,23,36,342,297,407,451
ENSG00000159423,32,52,145,111,194,200,54,205,111,152,0,11,10,199,54,70,156
ENSG00000169991,140,107,326,285,158,754,74,984,253,754,10,36,53,465,548,514,625
ENSG00000127481,2849,4218,6266,7160,6207,8700,487,9934,5828,5166,17,716,538,3822,3966,10667,10370
ENSG00000127463,485,950,1390,1456,1562,561,91,2049,1794,2002,0,48,38,326,460,1345,1235
ENSG00000053372,316,184,312,597,260,157,28,527,515,424,0,8,11,78,94,426,309
ENSG00000211454,1,1,0,6,1,11,3,22,7,0,0,0,4,16,21,0,4
ENSG00000162482,4,4,10,4,1,25,0,20,20,0,0,0,0,17,9,140,7
ENSG00000053371,73,252,457,352,505,120,31,467,657,669,0,3,9,80,121,581,547
ENSG00000040487,22,87,154,175,132,111,25,223,219,111,0,0,6,46,50,40,169
ENSG00000077549,2127,4550,4801,8511,7551,1065,84,5814,15073,15721,2,89,206,554,681,9349,18860
ENSG00000173436,174,487,494,671,527,135,32,674,811,948,0,56,18,98,149,208,690
ENSG00000270136,383,1371,1265,913,2188,401,55,646,1596,1736,1,64,35,704,303,950,830
ENSG00000158747,278,1365,1317,716,2257,367,53,398,1310,1585,1,17,25,718,275,864,611
ENSG00000158748,0,0,1,0,0,7,0,0,0,18,0,0,0,0,2,0,0
ENSG00000162542,110,159,285,236,235,126,126,281,438,415,3,35,0,159,136,336,305
ENSG00000178828,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,1
ENSG00000169914,129,153,228,253,270,356,79,760,240,171,1,11,20,106,244,216,95
ENSG00000188784,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188257,1,0,1,3,0,36,1,3,2,22,0,0,10,0,0,1,0
ENSG00000127472,10,10,30,7,10,47,21,12,25,0,0,0,4,41,5,0,2
ENSG00000117215,0,8,3,2,19,0,0,1,8,15,0,0,1,0,0,13,2
ENSG00000158786,2,0,0,8,0,8,0,6,0,0,2,4,2,12,3,1,9
ENSG00000187980,5,0,1,19,21,0,0,12,8,4,0,0,1,0,0,2,0
ENSG00000162543,7,33,24,16,4,11,2,20,42,25,0,0,0,17,14,36,15
ENSG00000158816,4,1,2,6,0,50,6,9,0,0,2,0,2,5,3,84,3
ENSG00000162545,457,429,747,243,1466,569,140,919,407,332,0,0,57,322,152,295,156
ENSG00000090432,105,270,560,504,726,237,36,620,347,615,3,17,9,86,168,1140,601
ENSG00000183114,12,16,21,5,28,75,14,52,17,16,0,0,6,6,13,0,0
ENSG00000158825,53,33,318,262,110,137,1,239,34,129,0,6,19,72,192,464,2107
ENSG00000158828,794,1504,4958,1843,4343,2295,201,4312,1891,2544,3,99,190,642,2288,2817,1899
ENSG00000244038,551,996,1380,1800,1689,701,58,2703,2947,3852,0,27,41,247,536,2248,3550
ENSG00000117245,59,230,386,97,584,568,21,177,87,188,0,10,15,99,366,63,46
ENSG00000189410,3,3,5,3,0,22,5,3,1,2,2,0,0,18,7,24,0
ENSG00000127483,1100,2490,3801,3781,4641,3931,271,5223,4445,4042,25,244,226,1569,2728,4718,4290
ENSG00000075151,2230,2888,3347,5177,4481,4553,299,9333,6497,6832,3,508,319,1801,2852,5201,5824
ENSG00000117298,2319,2568,5877,2262,4680,5536,174,10730,1140,3807,4,445,413,2149,4415,7831,17410
ENSG00000142794,9,32,187,80,267,167,31,297,124,111,0,4,6,65,221,194,45
ENSG00000162551,1415,1418,2757,883,3129,711,13,932,254,550,1,210,64,289,1310,9515,6574
ENSG00000076864,34,78,83,27,42,292,115,304,57,19,0,0,1,44,92,247,34
ENSG00000090686,634,1373,2009,1847,1979,1576,168,2877,1477,1387,32,275,81,880,1421,2082,1614
ENSG00000187942,1,0,0,7,0,72,11,82,8,14,0,11,2,23,33,0,23
ENSG00000142798,4629,1531,8357,3481,1913,34839,1017,111149,3163,26834,42,8731,3138,23022,26743,30749,8548
ENSG00000219073,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
ENSG00000142789,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0
ENSG00000070831,955,1375,2470,3191,2852,688,52,3483,3450,4123,5,23,94,248,643,3234,10791
ENSG00000162552,9,9,55,3,44,3,14,71,7,1,0,10,0,21,7,0,1
ENSG00000279625,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,6,3
ENSG00000184677,374,827,1322,1234,1331,961,57,1647,1438,1238,3,120,40,368,608,1284,531
ENSG00000070886,0,2,0,19,10,0,4,2,8,2,0,27,5,0,4,0,4
ENSG00000173372,2148,2882,2679,10498,3263,256,58,3115,17354,25776,1,28,54,180,69,8409,12932
ENSG00000159189,7842,7561,6139,27286,11358,520,156,9777,38992,58641,21,21,48,205,150,17167,30820
ENSG00000173369,13699,9265,6997,33960,10205,831,162,12282,46810,78277,26,47,137,324,244,29845,34645
ENSG00000133216,226,546,384,562,459,148,31,729,1692,1047,5,11,4,151,15,820,700
ENSG00000215906,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0
ENSG00000227868,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0
